
 Phase Region for:
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=X(CEMENTITE,C), col-3=X(CEMENTITE,CR), col-4=X(CEMENTITE,FE),
   col-5=X(CEMENTITE,MN), col-6=X(CEMENTITE,NI), col-7=X(CEMENTITE,SI),
   col-8=X(FCC_A1#2,C), col-9=X(FCC_A1#2,CR), col-10=X(FCC_A1#2,FE),
   col-11=X(FCC_A1#2,MN), col-12=X(FCC_A1#2,NI), col-13=X(FCC_A1#2,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#2),
   1.17300E+03   2.50000E-01   1.33200E-01   5.79667E-01   3.52420E-02 
    1.89053E-03   0.00000E+00   3.97085E-02   2.29572E-02   8.73104E-01 
    2.92723E-02   2.06030E-02   1.43553E-02   2.26998E-03   9.97730E-01
   1.17681E+03   2.50000E-01   1.33054E-01   5.79881E-01   3.51581E-02 
    1.90695E-03   0.00000E+00   4.01859E-02   2.32074E-02   8.72438E-01 
    2.92859E-02   2.05605E-02   1.43227E-02   0.00000E+00   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=X(FCC_A1#2,C), col-3=X(FCC_A1#2,CR), col-4=X(FCC_A1#2,FE),
   col-5=X(FCC_A1#2,MN), col-6=X(FCC_A1#2,NI), col-7=X(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17681E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.18300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.19300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.20300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.21300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.22300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.23300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.24300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.25300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.26300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.27300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.28300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.29300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.30300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.31300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.32300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.33300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.34300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.35300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.36300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.37300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.38300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.39300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.40300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.41300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.42300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.43300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.44300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.45300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
   1.46300E+03   4.01859E-02   2.32074E-02   8.72438E-01   2.92859E-02 
    2.05605E-02   1.43227E-02   1.00000E+00
